"NTSB_RPRT_NBR","ACFT_REGIST_NBR","ACFT_SERIAL_NBR","EV_TYPE_DESC","EVENT_LCL_DATE","LOC_STATE_CODE_STD","ARPT_NAME_STD","FLTCNDCT_DESC","OPRTR_SCHED_DESC","OPRTR_NSDC_NAME_STD","ACFT_NSDC_MAKE_STD","ACFT_NSDC_MODEL_STD","ACFT_NSDC_SERIES_STD","REPORT_STATUS","INJURY_DESC","FLIGHT_PHASE_DESC"
"ANC01FA012","N8162C","18-3618","ACCIDENT","26-OCT-00","AK","","PART 91: GENERAL AVIATION","","","PIPER","PA18","A","FINAL","FATAL",""
"ANC01FA026","N1419Z","30228","ACCIDENT","20-DEC-00","AK","","PART 125: 20+ PAX,6000+ LBS","","EVERTS AIR FUEL, INC.","","","","FINAL","FATAL","CRUISE"
"ANC01FA033","N19454","25309","ACCIDENT","23-JAN-01","AK","UNALASKA","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","GALAXY AIR CARGO INC","DOUGLAS","DC3","UNDESIGNATED SERIES","FINAL","FATAL","CLIMB - TO CRUISE"
"ANC01FA084","N9237E","7141C","ACCIDENT","15-JUL-01","AK","","PART 91: GENERAL AVIATION","","","MAULE","M5","235C","FINAL","FATAL","CLIMB"
"ANC01FA093","N39586","32-7840168","ACCIDENT","30-JUL-01","AK","","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","L A B FLYING SERVICE INC","PIPER","PA32","300","FINAL","FATAL","CRUISE"
"ANC01FA095","N5312T","17251212","ACCIDENT","31-JUL-01","AK","BRYANT AHP","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","BEAVER AIR TAXI L L C","CESSNA","172","UNDESIGNATED SERIES","FINAL","SERIOUS","CLIMB"
"ANC01FA100","N813SP","172S8723","ACCIDENT","06-AUG-01","AK","QUARTZ CREEK","PART 91: GENERAL AVIATION","","","CESSNA","172","S","FINAL","SERIOUS","EMERGENCY LANDING"
"ANC01FA102","N4849C","18502617","ACCIDENT","09-AUG-01","AK","","PART 91: GENERAL AVIATION","","","CESSNA","185","UNDESIGNATED SERIES","FINAL","FATAL","CRUISE"
"ANC01FA106","N56467","7414C","ACCIDENT","13-AUG-01","AK","RALPH WIEN MEMORIAL","PART 91: GENERAL AVIATION","","","MAULE","M6","235","FINAL","FATAL","CRUISE"
"ANC01FAMS1","N7100C","357-84","ACCIDENT","27-DEC-00","AK","JUNEAU INTL","PART 91: GENERAL AVIATION","","","CHAMPION","8GCBC","NO SERIES EXISTS","FINAL","FATAL","UNKNOWN"
"ANC01GA075","N7050","18-7767","ACCIDENT","25-JUN-01","AK","KOLIGANEK","PUBLIC AIRCRAFT","","STATE OF ALASKA","PIPER","PA18","150","FINAL","FATAL","UNKNOWN"
"ANC01IA007","N629US","22388","INCIDENT","15-OCT-00","AK","ANCHORAGE INTERNATIONAL","PART 121: AIR CARRIER","NON-SCHEDULED","NORTHWEST AIRLINES INC","BOEING","747","251F","FINAL","NONE","TAKEOFF"
"ANC01IA022","N119UA","28812","INCIDENT","12-DEC-00","AK","","PART 121: AIR CARRIER","SCHEDULED","UNITED AIR LINES INC","BOEING","747","422","FINAL","MINOR","CRUISE"
"ANC01IA058","N917AC","20700517","INCIDENT","17-MAY-01","AK","","PART 91: GENERAL AVIATION","","ARCTIC CIRCLE AIR SERVICE INC","CESSNA","207","UNDESIGNATED SERIES","FINAL","NONE","CRUISE - NORMAL"
"ANC01LA001","N59645","18-7809095","ACCIDENT","01-OCT-00","AK","","PART 91: GENERAL AVIATION","","KING AIR INC","PIPER","PA18","UNDESIGNATED SERIES","FINAL","NONE",""
"ANC01LA002","N5293X","2060005612","ACCIDENT","05-OCT-00","AK","","PART 135: AIR TAXI & COMMUTER","SCHEDULED","BAKER AVIATION","CESSNA","206","UNDESIGNATED SERIES","FINAL","NONE",""
"ANC01LA003","N295BA","1409","ACCIDENT","06-OCT-00","AK","","PART 91: GENERAL AVIATION","","","HELIO","H295","NO SERIES EXISTS","FINAL","MINOR",""
"ANC01LA004","N4882P","18-7773","ACCIDENT","07-OCT-00","AK","","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","COYOTE AIR LLC","PIPER","PA18","UNDESIGNATED SERIES","FINAL","NONE",""
"ANC01LA005","N9306C","31704","ACCIDENT","07-OCT-00","AK","LAKE HOOD SEAPLANE","PART 91: GENERAL AVIATION","","","CESSNA","180","UNDESIGNATED SERIES","FINAL","NONE",""
"ANC01LA006","N7174K","18-393","ACCIDENT","11-OCT-00","AK","","PART 91: GENERAL AVIATION","","","PIPER","PA18","UNDESIGNATED SERIES","FINAL","NONE",""
"ANC01LA008","N126DW","026","ACCIDENT","15-OCT-00","AK","BIRCHWOOD","PART 91: GENERAL AVIATION","","","AVID","AVID AMPHIBIAN","NO SERIES EXISTS","FINAL","MINOR","APPROACH"
"ANC01LA009","N1822M","22388","ACCIDENT","04-OCT-00","AK","PORT ALSWORTH","PART 125: 20+ PAX,6000+ LBS","NON-SCHEDULED","EVERTS AIR FUEL, INC.","","","","FINAL","NONE","TAXI"
"ANC01LA010","N1820L","E-843","ACCIDENT","12-OCT-00","AK","NONDALTON","PART 91: GENERAL AVIATION","","LAKE CLARK AIR INC","BEECH","36","A36","FINAL","NONE","LANDING"
"ANC01LA013","N96920","9220","ACCIDENT","28-OCT-00","AK","","PART 91: GENERAL AVIATION","","","TAYLORCRAFT","BC12","D","FINAL","NONE",""
"ANC01LA014","N33AV","1332","ACCIDENT","27-OCT-00","AK","LAKE HOOD STRIP","PART 91: GENERAL AVIATION","","","AVIAT","A1","UNDESIGNATED SERIES","FINAL","NONE","LANDING"
"ANC01LA015","N24149","18-8109001","ACCIDENT","07-NOV-00","AK","","PART 91: GENERAL AVIATION","","","PIPER","PA18","UNDESIGNATED SERIES","FINAL","NONE",""
"ANC01LA016","N4803S","32-1188","ACCIDENT","09-NOV-00","AK","LIME VILLAGE","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","BIDZY TA HOT AANA CORP","PIPER","PA32","260","FINAL","NONE",""
"ANC01LA017","N7336U","20700405","ACCIDENT","03-NOV-00","AK","BETHEL","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","YUTE AIR ALASKA","CESSNA","207","A","FINAL","NONE",""
"ANC01LA018","N611AS","29753","ACCIDENT","13-NOV-00","AK","TED STEVENS ANCHORAGE INTL","PART 121: AIR CARRIER","SCHEDULED","ALASKA AIRLINES INC","BOEING","737","790","FINAL","SERIOUS",""
"ANC01LA019","N1681C","30381","ACCIDENT","14-NOV-00","AK","CLARKS POINT","PART 91: GENERAL AVIATION","","","CESSNA","180","UNDESIGNATED SERIES","FINAL","NONE",""
"ANC01LA020","N216EH","3184","ACCIDENT","11-NOV-00","AK","GIRDWOOD","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","ERA AVIATION INC","AEROSPATIALE","AS350","B2","FINAL","NONE",""
"ANC01LA021","N8206V","18051708","ACCIDENT","28-NOV-00","AK","","PART 91: GENERAL AVIATION","","","CESSNA","180","H","FINAL","NONE",""
"ANC01LA023","N4955A","32352","ACCIDENT","14-DEC-00","AK","BIRCHWOOD","PART 91: GENERAL AVIATION","","","CESSNA","180","UNDESIGNATED SERIES","FINAL","NONE","TAKEOFF"
"ANC01LA024","N5644N","7347C","ACCIDENT","16-DEC-00","AK","KING SALMON","PART 91: GENERAL AVIATION","","","MAULE","M5","UNDESIGNATED SERIES","FINAL","NONE","APPROACH"
"ANC01LA025A","N5178H","14-200","ACCIDENT","17-DEC-00","AK","MERRILL FIELD","PART 91: GENERAL AVIATION","","","PIPER","PA14","NO SERIES EXISTS","FINAL","NONE","LANDING"
"ANC01LA025B","N6414K","150-77690","ACCIDENT","17-DEC-00","AK","MERRILL FIELD","PART 91: GENERAL AVIATION","","AERO TECH FLIGHT SERVICE INC","CESSNA","150","M","FINAL","NONE","LANDING"
"ANC01LA027","N63MB","31-7852417","ACCIDENT","22-DEC-00","AK","","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","WRIGHT AIR SERVICE INC","PIPER","PA31","350","FINAL","MINOR",""
"ANC01LA028","N19771","17260739","ACCIDENT","03-JAN-01","AK","ATMAUTLUAK","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","VILLAGE AVIATION INC","CESSNA","172","UNDESIGNATED SERIES","FINAL","NONE","APPROACH - VFR PATTERN - FINAL APPROACH"
"ANC01LA029","N2191J","18-7185","ACCIDENT","13-JAN-01","AK","","PART 91: GENERAL AVIATION","","","PIPER","PA18","UNDESIGNATED SERIES","FINAL","NONE","CRUISE"
"ANC01LA030","N80KA","45688","ACCIDENT","18-JAN-01","AK","","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","KENAI AIR ALASKA INC","BELL","206","L1","FINAL","NONE","HOVER"
"ANC01LA031","N7340U","20700407","ACCIDENT","19-JAN-01","AK","KONGIGANAK","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","HAGELAND AVIATION SERVICES INC","CESSNA","207","UNDESIGNATED SERIES","FINAL","NONE","TAKEOFF"
"ANC01LA034","N4390F","44898","ACCIDENT","31-JAN-01","AK","DONLIN CREEK","PART 125: 20+ PAX,6000+ LBS","NON-SCHEDULED","EVERTS AIR FUEL","DOUGLAS","DC6","B","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"ANC01LA036","N3334M","12-2192","ACCIDENT","06-FEB-01","AK","","PART 91: GENERAL AVIATION","","","PIPER","PA12","NO SERIES EXISTS","FINAL","SERIOUS","DESCENT"
"ANC01LA037","N36266","560-73","ACCIDENT","16-FEB-01","AK","","PART 91: GENERAL AVIATION","","","CHAMPION","7GCBC","NO SERIES EXISTS","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"ANC01LA038","N3032G","5727","ACCIDENT","24-FEB-01","AK","WHITTIER","PART 91: GENERAL AVIATION","","","ERCOUPE","F1","A","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"ANC01LA039","N42DC","1454","ACCIDENT","03-MAR-01","AK","","PART 91: GENERAL AVIATION","","WRIGHT AIR SERVICE INC","HELIO","H295","NO SERIES EXISTS","FINAL","NONE","CRUISE"
"ANC01LA040","N22N","4-13022","ACCIDENT","04-MAR-01","AK","","PART 91: GENERAL AVIATION","","","TAYLORCRAFT","19","NO SERIES EXISTS","FINAL","NONE","TAKEOFF - ABORTED"
"ANC01LA041","N9383C","31781","ACCIDENT","07-MAR-01","AK","","PART 91: GENERAL AVIATION","","","CESSNA","180","UNDESIGNATED SERIES","FINAL","NONE","TAKEOFF - INITIAL CLIMB"
"ANC01LA042","N1702C","30402","ACCIDENT","22-MAR-01","AK","SOLDOTNA","PART 91: GENERAL AVIATION","","","CESSNA","180","UNDESIGNATED SERIES","FINAL","NONE","TAKEOFF - ROLL/RUN"
"ANC01LA044","N4028H","12-3456","ACCIDENT","29-MAR-01","AK","","PART 91: GENERAL AVIATION","","","PIPER","PA12","NO SERIES EXISTS","FINAL","SERIOUS","CRUISE"
"ANC01LA045","N4606Z","22-8120","ACCIDENT","31-MAR-01","AK","","PART 91: GENERAL AVIATION","","","PIPER","PA22","108","FINAL","NONE","TAKEOFF - ROLL/RUN"
"ANC01LA046","N1581U","20700181","ACCIDENT","03-APR-01","AK","","PART 135: AIR TAXI & COMMUTER","SCHEDULED","GRANT AVIATION INC","CESSNA","207","UNDESIGNATED SERIES","FINAL","SERIOUS","MANEUVERING"
"ANC01LA050","N6912M","108-4912","ACCIDENT","21-APR-01","AK","","PART 91: GENERAL AVIATION","","","STINSON","108","3","FINAL","MINOR","CRUISE"
"ANC01LA051","N8401J","15066301","ACCIDENT","22-APR-01","AK","SUMMIT","PART 91: GENERAL AVIATION","","","CESSNA","150","UNDESIGNATED SERIES","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"ANC01LA052","N91303","180-52039","ACCIDENT","28-MAR-01","AK","","PART 91: GENERAL AVIATION","","","CESSNA","180","UNDESIGNATED SERIES","FINAL","NONE","LANDING - ROLL"
"ANC01LA053","N4089W","32-40145","ACCIDENT","03-MAY-01","AK","CHEFORNAK","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","BELLAIR INC","PIPER","PA32","300","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"ANC01LA054","N5530T","17251430","ACCIDENT","05-MAY-01","AK","SOLDOTNA","PART 91: GENERAL AVIATION","","","CESSNA","172","UNDESIGNATED SERIES","FINAL","SERIOUS","DESCENT - NORMAL"
"ANC01LA055","N3143A","25787","ACCIDENT","07-MAY-01","AK","FAIRBANKS INTERNATIONAL","PART 91: GENERAL AVIATION","","","CESSNA","170","B","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"ANC01LA056","N4375B","32R-8413023","ACCIDENT","14-APR-01","AK","","PART 91: GENERAL AVIATION","","LARRYS FLYING SERVICE INC","PIPER","PA32R","301","FINAL","NONE","MANEUVERING"
"ANC01LA057","N756DJ","20604005","ACCIDENT","15-MAY-01","AK","STEBBINS","PART 135: AIR TAXI & COMMUTER","SCHEDULED","WARBELOWS AIR VENTURES INC","CESSNA","206","UNDESIGNATED SERIES","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"ANC01LA059","N1750U","20700350","ACCIDENT","24-APR-01","AK","KONGIGANAK","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","FRONTIER FLYING SERVICE INC","CESSNA","207","UNDESIGNATED SERIES","FINAL","NONE","TAXI"
"ANC01LA060","N150PL","1540","ACCIDENT","30-MAY-01","AR","","PART 91: GENERAL AVIATION","","","DE HAVILLAND","DHC2","UNDESIGNATED SERIES","FINAL","NONE","LANDING - ROLL"
"ANC01LA061","N8054X","17248554","ACCIDENT","31-MAY-01","AK","ANDERSON LAKE STRIP","PART 91: GENERAL AVIATION","","","CESSNA","172","UNDESIGNATED SERIES","FINAL","NONE","APPROACH - VFR PATTERN - FINAL APPROACH"
"ANC01LA062","N225BL","542","ACCIDENT","03-JUN-01","AK","","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","MANUFACTURED HOMES OF ALASKA INC","NOORDUYN","UC64","A","FINAL","NONE","TAKEOFF - INITIAL CLIMB"
"ANC01LA063","N9311T","5081","ACCIDENT","01-JUN-01","AK","","PART 91: GENERAL AVIATION","","","CESSNA","180","UNDESIGNATED SERIES","FINAL","NONE","CRUISE - NORMAL"
"ANC01LA064","N98426","17276290","ACCIDENT","20-MAY-01","AK","LAKE HOOD STRIP","PART 91: GENERAL AVIATION","","CIVIL AIR PATROL","CESSNA","172","P","FINAL","NONE","TAXI - TO TAKEOFF"
"ANC01LA065","N4659C","25603","ACCIDENT","03-JUN-01","AK","","PART 91: GENERAL AVIATION","","","CESSNA","170","B","FINAL","NONE","GO-AROUND (VFR)"
"ANC01LA066","N25BA","011","ACCIDENT","02-JUN-01","AK","","PART 91: GENERAL AVIATION","","ANVIK RIVER LODGE","HELIO","H391","B","FINAL","NONE","TAKEOFF - ABORTED"
"ANC01LA067","N4468Z","18-8817","ACCIDENT","03-JUN-01","AK","","PART 91: GENERAL AVIATION","","","PIPER","PA18","UNDESIGNATED SERIES","FINAL","NONE","TAKEOFF - ABORTED"
"ANC01LA068","N95274","9674","ACCIDENT","15-JUN-01","AK","SEWARD","PART 91: GENERAL AVIATION","","","TAYLORCRAFT","BC12","D","FINAL","NONE","TAXI - FROM LANDING"
"ANC01LA069","N9704D","22-615","ACCIDENT","16-JUN-01","AK","LAKE HOOD STRIP","PART 91: GENERAL AVIATION","","","PIPER","PA22","UNDESIGNATED SERIES","FINAL","NONE","LANDING - ABORTED"
"ANC01LA070","N6295H","20700471","ACCIDENT","25-APR-01","AK","","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","CAPE SMYTHE AIR SERVICE INC","CESSNA","207","A","FINAL","NONE","MANEUVERING - TURN TO REVERSE DIRECTION"
"ANC01LA071","N8096V","32R-8013007","ACCIDENT","16-JUN-01","AK","EGEGIK","PART 91: GENERAL AVIATION","","","PIPER","PA32R","UNDESIGNATED SERIES","FINAL","NONE",""
"ANC01LA072","N61AT","1012","ACCIDENT","24-JUN-01","AK","","PART 91: GENERAL AVIATION","","","ARCTIC","S1B","2","FINAL","NONE","LANDING - ROLL"
"ANC01LA073","N9581W","28-23026","ACCIDENT","23-JUN-01","AK","","PART 91: GENERAL AVIATION","","","PIPER","PA28","140","FINAL","NONE","TAKEOFF - ABORTED"
"ANC01LA074","N73CC","15060128","ACCIDENT","26-JUN-01","AK","","PART 91: GENERAL AVIATION","","","CESSNA","150","D","FINAL","SERIOUS","APPROACH"
"ANC01LA077","N364Y","351","ACCIDENT","28-JUN-01","AK","WILLOW","PART 91: GENERAL AVIATION","","VALLEY AVIATION","GRUMMAN","G164","UNDESIGNATED SERIES","FINAL","NONE","TAKEOFF - INITIAL CLIMB"
"ANC01LA078","N6881B","18-5068","ACCIDENT","29-JUN-01","AK","PALMER MUNI","PART 91: GENERAL AVIATION","","","PIPER","PA18","150","FINAL","SERIOUS","TAKEOFF - INITIAL CLIMB"
"ANC01LA079","N4989A","32386","ACCIDENT","02-JUL-01","AK","","PART 91: GENERAL AVIATION","","","CESSNA","180","UNDESIGNATED SERIES","FINAL","NONE","EMERGENCY LANDING"
"ANC01LA080","N5429D","D 4922","ACCIDENT","01-JUL-01","AK","","PART 91: GENERAL AVIATION","","","BEECH","35","H35","FINAL","NONE","CRUISE"
"ANC01LA081","N401LC","4606","ACCIDENT","02-JUL-01","AK","MINCHUMINA","PART 121: AIR CARRIER","NON-SCHEDULED","LYNDEN AIR CARGO L L C","LOCKHEED","382","G","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"ANC01LA082","N43143","6802","ACCIDENT","15-APR-01","AK","TALKEETNA","PART 91: GENERAL AVIATION","","","TAYLORCRAFT","BC12","D","FINAL","NONE","LANDING - ROLL"
"ANC01LA083","N43551","32-7440133","ACCIDENT","19-JUN-01","AK","","PART 91: GENERAL AVIATION","","KUSKO AVIATION INC","PIPER","PA32","300","FINAL","NONE","EMERGENCY DESCENT/LANDING"
"ANC01LA085","N78254","17257547","ACCIDENT","14-JUL-01","AK","WASILLA","PART 91: GENERAL AVIATION","","","CESSNA","172","K","FINAL","NONE","TAKEOFF - ABORTED"
"ANC01LA086","N46326","15283031","ACCIDENT","15-JUL-01","AK","","PART 91: GENERAL AVIATION","","","CESSNA","152","NO SERIES EXISTS","FINAL","NONE","TAKEOFF - ROLL/RUN"
"ANC01LA088","N2248T","185-1406","ACCIDENT","07-JUL-01","AK","","PART 91: GENERAL AVIATION","","","CESSNA","185","UNDESIGNATED SERIES","FINAL","NONE","LANDING - ROLL"
"ANC01LA089","N5280H","16-84","ACCIDENT","20-JUL-01","AK","MERRILL FIELD","PART 91: GENERAL AVIATION","","","PIPER","PA16","NO SERIES EXISTS","FINAL","NONE","LANDING - ROLL"
"ANC01LA090","N85CG","18501927","ACCIDENT","26-JUL-01","AK","","PART 91: GENERAL AVIATION","","GULF AIR TAXI INC","CESSNA","185","UNDESIGNATED SERIES","FINAL","NONE","TAKEOFF - ROLL/RUN"
"ANC01LA092","N82559","7AC-1196","ACCIDENT","29-JUL-01","AK","SKWENTNA","PART 91: GENERAL AVIATION","","","AERONCA","7AC","NO SERIES EXISTS","FINAL","NONE","LANDING - ROLL"
"ANC01LA094","N29167","U2061134","ACCIDENT","30-JUL-01","AK","HORSFELD","PART 91: GENERAL AVIATION","","","CESSNA","U206","UNDESIGNATED SERIES","FINAL","NONE","TAKEOFF - ROLL/RUN"
"ANC01LA096","N5371U","U20605252","ACCIDENT","30-JUL-01","AK","YAKUTAT","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","GULF AIR TAXI INC","CESSNA","U206","UNDESIGNATED SERIES","FINAL","NONE","TAKEOFF"
"ANC01LA097","N7775H","12-673","ACCIDENT","01-AUG-01","AK","","PART 91: GENERAL AVIATION","","","PIPER","PA12","NO SERIES EXISTS","FINAL","NONE","LANDING - ROLL"
"ANC01LA098","N6893B","18-5083","ACCIDENT","28-JUL-01","AK","","PART 91: GENERAL AVIATION","","","PIPER","PA18","150","FINAL","NONE","LANDING - ABORTED"
"ANC01LA099","N9794M","20700730","ACCIDENT","03-AUG-01","AK","","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","DENALI AIR INC","CESSNA","207","UNDESIGNATED SERIES","FINAL","NONE","CRUISE"
"ANC01LA101","N6966D","18-5547","ACCIDENT","16-JUN-01","AK","HOMER","PART 91: GENERAL AVIATION","","","PIPER","PA18","UNDESIGNATED SERIES","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"ANC01LA103","N100PC","20700467","ACCIDENT","17-JUL-01","AK","","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","REDISKE AIR INC","CESSNA","207","UNDESIGNATED SERIES","FINAL","NONE","TAKEOFF - ROLL/RUN"
"ANC01LA104","N8090K","108-3090","ACCIDENT","10-AUG-01","AK","","PART 91: GENERAL AVIATION","","","STINSON","108","2","FINAL","NONE","LANDING - ROLL"
"ANC01LA105","N82047","18-7809119","ACCIDENT","05-AUG-01","AK","NUGGET BENCH","PART 91: GENERAL AVIATION","","","PIPER","PA18","UNDESIGNATED SERIES","FINAL","NONE","LANDING - ROLL"
"ANC01LA107","N2716X","18051516","ACCIDENT","09-AUG-01","AK","","PART 91: GENERAL AVIATION","","","CESSNA","180","H","FINAL","NONE","TAKEOFF - ROLL/RUN"
"ANC01LA108","N562CT","20700487","ACCIDENT","13-AUG-01","AK","AKIACHAK","PART 135: AIR TAXI & COMMUTER","SCHEDULED","GRANT AVIATION INC","CESSNA","207","UNDESIGNATED SERIES","FINAL","NONE","TAKEOFF"
"ANC01LA109","N5193Y","61184","ACCIDENT","11-AUG-01","AK","WRANGELL","PART 133: ROTORCRAFT EXT. LOAD","","SILVER BAY LOGGING INC","SIKORSKY","S61","A","FINAL","NONE","OTHER"
"ANC01LA110","N11361","15075352","ACCIDENT","08-AUG-01","AK","","PART 91: GENERAL AVIATION","","","CESSNA","150","UNDESIGNATED SERIES","FINAL","SERIOUS","LANDING - ROLL"
"ANC01LA111","N81958","32941","ACCIDENT","07-AUG-01","AK","","PART 91: GENERAL AVIATION","","","CESSNA","180","A","FINAL","NONE","GO-AROUND (VFR)"
"ANC01LA112","N61AT","1012","ACCIDENT","11-AUG-01","AK","WRANGELL","PART 91: GENERAL AVIATION","","","ARCTIC","S1B","2","FINAL","NONE","APPROACH - VFR PATTERN - FINAL APPROACH"
"ANC01LA113","N7275P","18051677","ACCIDENT","28-JUL-01","AK","HORSFELD","PART 91: GENERAL AVIATION","","","CESSNA","180","UNDESIGNATED SERIES","FINAL","NONE","TAKEOFF - ABORTED"
"ANC01LA114","N3685Z","18-7417","ACCIDENT","16-AUG-01","AK","MERRILL FIELD","PART 91: GENERAL AVIATION","","","PIPER","PA18","UNDESIGNATED SERIES","FINAL","NONE","LANDING - ROLL"
"ANC01LA115","N5189X","687-7ECA","ACCIDENT","19-AUG-01","AK","","PART 91: GENERAL AVIATION","","","CHAMPION","7ECA","NO SERIES EXISTS","FINAL","SERIOUS","TAKEOFF - ROLL/RUN"
"ANC01LA116","N4167Z","18-8349","ACCIDENT","06-AUG-01","AK","","PART 91: GENERAL AVIATION","","","PIPER","PA18","UNDESIGNATED SERIES","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"ANC01LA117","N9973M","20700771","ACCIDENT","25-JUL-01","AK","KALSKAG","PART 135: AIR TAXI & COMMUTER","SCHEDULED","GRANT AVIATION INC","CESSNA","207","UNDESIGNATED SERIES","FINAL","NONE","TAKEOFF - INITIAL CLIMB"
"ANC01LA118","N47065","063","ACCIDENT","22-AUG-01","AK","BIRCHWOOD","PART 91: GENERAL AVIATION","","","AVID","AVID FLYER","NO SERIES EXISTS","FINAL","NONE","EMERGENCY LANDING AFTER TAKEOFF"
"ANC01LA119","N2871P","18-4461","ACCIDENT","21-AUG-01","AK","GULKANA","PART 91: GENERAL AVIATION","","","PIPER","PA18","UNDESIGNATED SERIES","FINAL","NONE","TAKEOFF - INITIAL CLIMB"
"ANC01LA120","N6550E","56050","ACCIDENT","21-AUG-01","AK","","PART 91: GENERAL AVIATION","","","CESSNA","175","UNDESIGNATED SERIES","FINAL","SERIOUS","TAKEOFF - INITIAL CLIMB"
"ANC01LA121","N10395","1354","ACCIDENT","21-AUG-01","AK","","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","BARBER, JACK B","DE HAVILLAND","DHC2","UNDESIGNATED SERIES","FINAL","NONE","TAKEOFF - INITIAL CLIMB"
"ANC01LA122","N111FB","18503251","ACCIDENT","21-AUG-01","AK","","PART 91: GENERAL AVIATION","","","CESSNA","185","UNDESIGNATED SERIES","FINAL","NONE","TAKEOFF - ROLL/RUN"
"ANC01LA123","N7604H","12-479","ACCIDENT","22-AUG-01","AK","","PART 91: GENERAL AVIATION","","","PIPER","PA12","NO SERIES EXISTS","FINAL","NONE","APPROACH - VFR PATTERN - FINAL APPROACH"
"ANC01LA124","N9963Q","18-3950","ACCIDENT","18-AUG-01","AK","","PART 91: GENERAL AVIATION","","","PIPER","PA18","135","FINAL","NONE","LANDING - ROLL"
"ANC01LA125","N6949B","22-4229","ACCIDENT","22-AUG-01","AK","","PART 91: GENERAL AVIATION","","","PIPER","PA22","UNDESIGNATED SERIES","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"ANC01LA126","N677DT","1","ACCIDENT","18-AUG-01","AK","","PART 91: GENERAL AVIATION","","","STODDARD HAMILTON","GLASTAR","NO SERIES EXISTS","FINAL","NONE","LANDING - ROLL"
"ANC01LA127","N9791A","19252","ACCIDENT","28-AUG-01","AK","","PART 91: GENERAL AVIATION","","","CESSNA","170","A","FINAL","SERIOUS","TAKEOFF - ABORTED"
"ANC01LA128","N4669C","25613","ACCIDENT","29-AUG-01","AK","","PART 91: GENERAL AVIATION","","","CESSNA","170","B","FINAL","NONE","TAKEOFF - INITIAL CLIMB"
"ANC01LA129","N2225C","63-9754","ACCIDENT","29-AUG-01","AK","PORT ALSWORTH","PART 91: GENERAL AVIATION","","GREATLAND AIR CARGO INC","","","","FINAL","MINOR","APPROACH - VFR PATTERN - FINAL APPROACH"
"ANC01LA130","N3416M","12-2263","ACCIDENT","30-AUG-01","AK","CHENA MARINA","PART 91: GENERAL AVIATION","","","PIPER","PA12","NO SERIES EXISTS","FINAL","NONE","TAKEOFF"
"ANC01LA131","N1007U","23047C","ACCIDENT","01-SEP-01","AK","","PART 91: GENERAL AVIATION","","","MAULE","M7","235B","FINAL","NONE","TAKEOFF - ROLL/RUN"
"ANC01LA132","N45367","177RG1113","ACCIDENT","30-AUG-01","AK","FAIRBANKS INTERNATIONAL","PART 91: GENERAL AVIATION","","","CESSNA","177RG","NO SERIES EXISTS","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"ANC01LA133","N5129Y","12-1554","ACCIDENT","03-SEP-01","AK","","PART 91: GENERAL AVIATION","","","PIPER","PA12","NO SERIES EXISTS","FINAL","NONE","LANDING - ROLL"
"ANC01LA134","N3961D","34661","ACCIDENT","23-SEP-01","AK","BRADLEY SKY-RANCH","PART 91: GENERAL AVIATION","","","CESSNA","182","UNDESIGNATED SERIES","FINAL","NONE","APPROACH"
"ANC01LA135","N407AC","231R","ACCIDENT","05-SEP-01","AK","","PART 91: GENERAL AVIATION","","","MURPHY","REBEL","NO SERIES EXISTS","FINAL","SERIOUS","TAKEOFF - INITIAL CLIMB"
"ANC01LA136","N177BM","18504157","ACCIDENT","02-SEP-01","AK","KING SALMON","PART 91: GENERAL AVIATION","","BILL MARTIN FISH ALASKA INC","CESSNA","185","UNDESIGNATED SERIES","FINAL","NONE","TAXI - TO TAKEOFF"
